,Aaron Baddeley,Stewart Cink,Jason Dufner,Jim Furyk,Brian Gay,Charley Hoffman,Charles Howell III,Jerry Kelly,Matt Kuchar,Davis Love III,Graeme McDowell,Phil Mickelson,Rory Sabbatini,Vijay Singh,Steve Stricker,D.J. Trahan,Jimmy Walker,Jonathan Byrd,Justin Rose,Luke Donald,Ian Poulter,Zach Johnson,Pat Perez,Bo Van Pelt,Chez Reavie,Bubba Watson,Kevin Stadler,David Hearn,Ryan Palmer,Jhonattan Vegas,Nick Watney,Luke List,J.B. Holmes,Kevin Streelman,Charl Schwartzel,Cameron Percy,Tim Wilkinson,Vaughn Taylor,Scott Harrington,Brandt Snedeker,Louis Oosthuizen,Chris Stroud,Matt Jones,Matt Every,Nate Lashley,Bronson Burgoon,Billy Horschel,Jamie Lovemark,Jason Day,Rob Oppenheim,Ryan Armour,Kyle Stanley,Brice Garnett,Ted Potter Jr.,Jason Kokrak,Marc Leishman,Fabian Gomez,Scott Stallings,Chris Kirk,Gary Woodland,Brendan Steele,Jim Herman,Brian Stuard,Michael Thompson,Rickie Fowler,Nick Taylor,Kevin Tway,Danny Lee,Troy Merritt,Patton Kizzire,Seung-Yul Noh,Sung Kang,Xinjun Zhang,Russell Knox,Keegan Bradley,Shane Lowry,Cameron Tringale,Andrew Landry,Bo Hoag,Harry Higgs,Justin Thomas,James Hahn,Dylan Frittelli,Byeong Hun An,Bud Cauley,Russell Henley,Grayson Murray,Jordan Spieth,Andrew Putnam,Hudson Swafford,Carlos Ortiz,Adam Hadwin,Henrik Norlander,Patrick Reed,Robert Streb,Peter Malnati,Chesson Hadley,Hideki Matsuyama,Emiliano Grillo,Joseph Bramlett,Lanto Griffin,Patrick Cantlay,Beau Hossler,Adam Long,C.T. Pan,Tom Hoge,Roger Sloan,Martin Trainer,Joel Dahmen,Mark Anderson,Brooks Koepka,Patrick Rodgers,Mackenzie Hughes,Matthew NeSmith,Harold Varner III,Sam Ryder,Si Woo Kim,Kyoung-Hoon Lee,MJ Daffue,Keith Mitchell,Sepp Straka,Max Homa,Michael Kim,Chase Seiffert,Tyler McCumber,Matthew Fitzpatrick,Zac Blair,Corey Conners,Mark Hubbard,Scottie Scheffler,Talor Gooch,Austin Cook,Maverick McNealy,Robby Shelton,Sebastian Cappelen,Lucas Bjerregaard,Jon Rahm,Richy Werenski,Sam Burns,Denny McCarthy,Xander Schauffele,J.J. Spaun,Adam Schenk,Sebastian Munoz,Matt Wallace,Aaron Wise,Collin Morikawa,Chase Koepka,Cameron Davis,Cameron Champ,Joaquin Niemann,Sungjae Im,Hank Lebioda,Brandon Wu,Viktor Hovland,Matthew Wolff,Donnie Trosper,Chad Campbell,K.J. Choi,Sergio Garcia,Alex Cejka,Lucas Glover,John Senden,Bill Haas,Ricky Barnes,George McNeill,Hunter Mahan,Scott Piercy,D.A. Points,Parker McLachlin,Camilo Villegas,Johnson Wagner,Sean O'Hair,Ryan Brehm,Josh Teater,Peter Uihlein,Ryan Blaum,Graham DeLaet,Martin Laird,William McGirt,Rafael Campos,Roberto Castro,Kevin Chappell,Rhein Gibson,Sang-Moon Bae,Rafa Cabrera Bello,Branden Grace,Scott Brown,Chris Baker,Shawn Stefani,Zack Sucher,Michael Gligic,Anirban Lahiri,Kiradech Aphibarnrat,Seamus Power,Wes Roach,Nelson Ledesma,Kelly Kraft,Jim Knous,Dominic Bozzelli,Erik Van Rooyen,Tyler Duncan,Brandon Hagy,Michael Gellerman,Ben Taylor,Wesley Bryan,Kramer Hickok,Sahith Theegala,Wyndham Clark,Doc Redman,Doug Ghim,Kristoffer Ventura,Vincent Whaley,Akshay Bhatia,Will Gordon,Joohyung Kim,Peter Kuest,Greg Chalmers,Henrik Stenson,Brian Harman,Matthias Schwab,Tom Lewis,Satoshi Kodaira,Will Zalatoris,J.T. Poston,Paul Casey,Kevin Na,Francesco Molinari,Webb Simpson,Harris English,John Huh,Cameron Smith,Abraham Ancer,Bryson DeChambeau,Justin Suh,Kevin Kisner,Brendon Todd,Rory McIlroy,Alex Noren,Tae Hee Lee,Tommy Fleetwood,Tyrrell Hatton,Daniel Berger,Jaekyeong Lee,Jeongwoo Ham,Hanbyeol Kim,Tiger Woods,Brad Kennedy,Tony Finau,Ryo Ishikawa,Shaun Norris,Chan Kim,Jazz Janewattananond,Shugo Imahira,Rikuya Hoshino,Mikumu Horikawa,Padraig Harrington,Arjun Atwal,Robert Garrigus,Tommy Gainey,Danny Willett,Ben Martin,Derek Ernst,Ollie Schniederjans,Seth Reeves,James Nicholas,Adam Scott,Lee Westwood,Dustin Johnson,Justin Harding,Bernd Wiesberger,Andy Sullivan,Joey Garber,Roberto Diaz,Andy Ogletree,Ernie Els,Ryan Moore,Whee Kim,Thomas Pieters,Rod Pampling,Ryan Fox,Jason Scrivener,Jorge Campillo,Yuta Ikeda,Thorbjorn Olesen,Andrea Pavan,Hao-Tong Li,Alexander Levy,Alexander Bjork,Yuki Inamori,Stuart Appleby,Retief Goosen,J.J. Henry,Tim Herron,Ben Crane,Carl Pettersson,Jason Bohn,John Merrick,Billy Hurley,Sam Saunders,Chad Collins,Andres Romero,Brendon De Jonge,Chris Thompson,Ryan Vermeer,Tyrone Van Aswegen,Alex Prugh,Brady Schnell,Derek Fathauer,Jose de Jesus Rodriguez,Jonas Blixt,Martin Piller,Julian Etulain,Scott Langley,John Chin,David Lingmerth,Jonathan Randolph,Blayne Barber,Stephan Jaeger,Nicholas Lindheim,Chase Wright,Brandon Harkins,Benjamin Silverman,Cody Gribble,Adam Svensson,Trey Mullinax,Kyle Jones,Anders Albertson,Tom Lovelady,Curtis Luck,Freddie Jacobson,Steve Marino,Zachary Bauchou,Will MacKenzie,Colt Knost,Mike Weir,Mark Wilson,Brian Davis,Morgan Hoffmann,Martin Kaymer,Fred Couples,Richard Sterne,Matthew Millar,Joost Luiten,Eddie Pepperell,David Lipsky,Jake McLeod,Robert Allenby,Boo Weekley,Ken Duke,Ted Purdy,Daniel Chopra,Chris Couch,Martin Flores,Charlie Beljan,Austen Truslow,Scott Hend,Paul Waring,Mike Lorenzo-Vera,Thomas Detry,Marty Jertson,Christiaan Bezuidenhout,Romain Langasque,Lucas Herbert,Kurt Kitayama,Victor Perez,Robert Macintyre,John Augenstein,James Sugrue,Lukas Michel,Erik Compton,Rod Perry,Justin Bertsch,Smylie Kaufman,Bernhard Langer,Sandy Lyle,Larry Mize,Jose Maria Olazabal,Alvaro Ortiz,Steve Scott,Will Claxton,Charlie Danielson,John Daly,Darren Clarke,Tom Lehman,Benjamin Hebert,Zander Lombard,Yosuke Asaji,Kris Blanks,Rich Beem,Alex Beach,Marcus Kinhult,Matt Harmon,Wes Homan,Lee Houtteman,Mark Baldwin,Brian Dwyer,Nyasha Mauchaza,Craig Brischke,Daniel Summerhays,Vince Covello,Joe Boros,Hayden Springer,Kyle Westmoreland,Mason Williams,Chandler Phillips,Andres Gonzales,Daniel Nisbet,Jbe Kruger,Neil Schietekat,Bryce Easton,Zheng-kai Bai,Zecheng Dou,Masahiro Kawamura,Kyle Reifers,Andrew Loupe,Angus Flanagan,Alexander Noren,Robert MacIntyre,David Berganio,Brinson Paolini,Jake Shuman,Abel Gallegos,Ken Tanigawa,Glen Day,Spencer Ralston
401056514,72.0,,,69.5,69.0,70.5,,75.33333333333333,70.0,73.0,69.75,67.0,71.33333333333333,,71.5,69.75,72.66666666666667,70.0,,,,,72.66666666666667,,70.5,,,75.33333333333333,72.66666666666667,,72.0,,74.66666666666667,69.0,,,,71.33333333333333,,72.66666666666667,,69.25,71.0,69.5,70.75,,,,68.5,,72.33333333333333,,74.0,75.66666666666667,,,69.0,68.0,,,,,70.75,69.25,,70.25,,,,,,69.5,,69.5,,71.66666666666667,71.0,,,,,72.33333333333333,72.66666666666667,,,72.33333333333333,71.33333333333333,70.75,70.5,,,69.75,,70.0,,74.0,74.66666666666667,,,,,,71.66666666666667,71.33333333333333,,72.0,76.0,70.25,,,,72.66666666666667,71.66666666666667,,,,68.5,73.0,,71.33333333333333,75.33333333333333,69.25,71.66666666666667,,,72.33333333333333,,72.66666666666667,,,71.66666666666667,70.0,,,,,,71.66666666666667,,,,72.66666666666667,70.75,72.0,,,,,72.5,70.25,,72.33333333333333,70.5,,,,,72.0,,,73.33333333333333,69.0,72.0,,71.66666666666667,,72.0,69.25,73.33333333333333,74.0,,71.25,,,70.75,,,,71.0,,,71.0,,,70.0,70.0,70.25,71.66666666666667,,,,,,,,71.33333333333333,,72.66666666666667,76.0,72.5,,70.0,,,,,75.66666666666667,,71.0,,71.33333333333333,,,,,,,,,,,,,,,67.75,,,,,73.0,,,,,70.25,72.0,,,,70.75,,,,,,,,70.5,,,,,,,,,,75.0,,,,,,72.33333333333333,,71.0,,70.75,,,,73.33333333333333,69.75,,70.25,,71.33333333333333,,74.66666666666667,,,,,,,,,,,,,73.0,,74.33333333333333,,,,,70.5,72.0,,,74.33333333333333,,72.33333333333333,71.0,70.25,74.0,72.0,70.5,74.33333333333333,70.5,68.75,75.66666666666667,73.33333333333333,,,71.33333333333333,,75.33333333333333,70.25,70.75,72.5,72.66666666666667,70.0,73.0,72.0,70.25,70.25,71.33333333333333,,,,,,,73.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056515,71.0,,72.5,70.5,71.75,72.5,68.75,,70.0,72.5,,70.5,,72.0,,,73.0,,,,,,71.5,,74.5,69.5,,,,73.0,,69.5,67.5,73.5,74.0,,,69.25,,,72.5,72.0,,,,71.5,,,,,72.5,72.5,,72.25,70.5,68.25,,72.5,,,73.5,,71.75,69.0,,70.25,71.5,72.5,,,,72.25,,,71.25,,,71.5,,,67.75,,70.0,,72.0,70.75,72.0,71.25,73.5,74.0,69.25,73.5,,,71.5,70.75,,69.25,,,,69.5,69.5,72.0,70.75,73.0,,,72.5,,,69.5,72.0,,72.5,71.5,68.0,69.75,,72.5,,70.5,73.0,,,,,,,,,,,,,,69.25,,74.0,73.0,69.5,72.0,72.0,,,72.0,,,71.5,73.0,70.75,72.5,,,,,,,73.0,70.5,71.25,,72.0,71.25,,,74.5,,74.0,,,,,,,71.75,71.5,,75.5,,,,,,72.5,69.75,73.0,70.5,,72.25,,,75.5,71.5,72.25,,,69.25,71.5,,,74.0,,,,,72.25,,,,,,,,,,,,,71.25,,,74.0,,70.0,69.75,70.25,,,72.0,71.5,71.0,70.75,69.5,,,,68.25,,72.5,70.0,72.5,,,,,69.5,,69.5,,,,,,,,,,72.25,,70.25,,,72.0,71.5,,69.0,,69.25,,,,,,,71.5,70.0,69.0,,73.5,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,69.5,,72.5,70.5,,,,,72.5,,71.5,75.0,,74.0,,,70.25,72.5,,73.0,71.5,,,,,,,,73.0,71.75,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056517,69.0,,,,,,,,,,71.0,,,,,70.0,,70.25,,,,,,,,,,70.5,,,,,,,69.25,,,,,,,,71.75,70.0,69.5,,,,,,,,,,,,70.5,,73.0,,,,,,,,,,,,,,,,,,70.5,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,71.75,69.0,68.25,,,,,,,,,,70.75,,,70.0,,,,,,72.0,73.0,,,,,,,,,,,,,,,70.0,70.5,,,,,70.0,,,,74.0,,,,,71.0,,,,,72.25,,73.0,73.5,,,71.0,70.75,,69.0,,,73.0,72.75,71.75,,,,71.5,70.5,,,74.0,,,69.75,,69.25,,,,,,74.0,,,71.75,70.5,,72.25,,,,,70.75,,69.75,,,73.5,,,,,,,,,,,,,,,,,,,,,,,,,70.5,,,,,,69.0,,,,,,,,,,,,,,,73.5,75.0,73.0,,,72.75,71.5,,,,,,,,,69.75,69.75,,,,73.75,,73.0,,,,,,,,,,,71.5,73.5,69.75,71.0,69.5,,74.0,74.0,72.25,,73.75,70.5,76.5,73.0,,73.0,74.0,75.5,70.25,70.75,,70.5,70.75,,70.25,71.5,,,,,,,76.0,,76.5,,73.5,,71.25,70.5,73.0,,,73.5,,,,71.0,,,,,,,,,,71.5,70.75,72.25,75.5,75.5,72.75,70.25,73.0,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056521,70.75,75.5,75.0,,73.5,73.0,70.5,,,,72.5,73.0,,73.0,73.0,,73.0,,73.25,,71.0,71.75,72.25,,,70.75,,,,71.0,,70.25,74.0,73.0,,,,73.0,,72.25,74.0,78.5,,78.0,74.0,73.0,72.25,,,,74.0,73.0,73.0,75.5,70.25,71.0,,71.75,70.5,,70.75,,,73.0,71.75,,,73.5,,,,70.0,,,72.0,74.5,,74.5,,,,,,70.25,73.0,,,,,71.25,71.25,71.5,,72.25,74.5,,70.75,71.5,,,,,73.0,70.25,73.0,,71.0,73.5,75.0,,73.5,72.0,,,75.5,71.5,75.0,,,70.0,,,73.5,,,69.5,,74.5,,,,73.0,,,,,,75.5,72.5,,,73.25,71.25,,70.0,71.75,,,,75.5,72.0,69.75,,,71.75,,,,,,,70.25,,78.0,,,71.75,72.5,73.0,,,71.5,,,,,70.75,,74.0,,,,,,,69.75,,77.0,,,,,74.0,71.0,,,,,,75.5,,,,,,,,,,,,,,,,,,,70.75,74.5,,,,,73.5,,73.0,69.0,,73.75,,,75.5,72.0,73.5,71.0,,70.0,,,69.75,71.25,74.5,,,,,,,,,,,,,,,,,,75.0,,,74.0,,,,,,,,,,,,73.0,71.5,,,,,,,,73.0,,75.5,,,,,,,74.0,,,,,,73.25,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,76.0,,,,,,,,,,,,71.5,,,,,72.75,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056522,74.0,73.5,71.5,68.25,71.5,76.0,70.75,,70.25,,,74.0,70.75,74.5,,,71.75,,69.0,,71.5,75.0,,,72.5,71.5,,,72.5,68.5,72.5,71.5,72.5,72.0,74.5,,,71.0,,68.75,71.5,,,,,74.5,70.25,,69.0,,73.0,72.0,70.75,74.0,71.25,72.0,,72.0,71.5,70.5,72.0,,73.0,72.0,71.25,69.5,74.0,76.0,72.0,70.5,,71.25,,70.75,69.5,73.5,,71.25,,,70.75,,,70.25,71.25,72.5,75.0,72.5,75.5,,,75.5,,71.25,,,73.0,69.0,70.25,,,73.0,72.0,71.5,73.0,70.5,,71.0,69.25,,71.5,71.0,,,75.0,72.5,71.5,,,71.25,,,76.0,,,71.0,,71.0,,,73.5,73.5,,,,70.5,69.25,71.25,,71.0,72.0,76.0,,,70.5,72.5,,,,78.0,,72.0,,,,,,,,70.0,73.0,74.0,,,,,,71.5,,,,,,,,73.5,73.0,,73.0,,,,,,,76.5,73.0,74.0,,,,,70.5,76.5,70.75,,,71.25,,72.5,,70.5,,,,,,,80.0,,,,,,,,,,72.5,69.0,,,75.0,,70.0,76.0,70.5,71.5,69.5,73.0,75.0,71.5,69.25,69.75,,70.0,,68.0,73.0,,68.75,74.0,71.75,,,,70.5,,70.0,,,,,,,,,,,,74.0,,,69.5,,,69.25,,68.75,,,,,,,,69.75,,,,,,,,71.0,,72.0,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,71.75,,,,,,,,75.0,,,,72.0,,,,,,,,,,,,,,72.75,,,,,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401243401,71.5,,71.0,,71.0,68.0,71.0,,,,,73.0,68.75,,74.5,,71.25,,,71.0,,71.5,70.5,72.5,70.5,,71.5,71.75,,,73.5,69.25,,72.0,70.75,72.0,70.5,71.25,74.0,73.5,,,69.25,78.0,75.5,69.75,,70.0,,70.25,69.0,69.5,74.0,71.5,,,71.0,70.5,69.0,69.0,69.25,71.5,70.25,68.25,69.25,70.25,72.0,71.0,71.0,70.5,73.0,77.0,71.0,69.0,75.0,,71.0,71.75,69.0,,,69.5,,68.5,,71.5,72.0,,69.25,73.5,,69.5,68.75,71.5,,72.5,75.0,,69.75,77.5,71.0,66.5,72.5,72.25,70.5,73.0,70.0,73.5,71.5,72.5,71.5,72.0,,76.5,,70.25,66.25,69.5,,,74.5,69.25,75.5,68.75,70.0,,,,72.0,70.5,69.25,69.5,72.75,73.5,71.75,,,69.25,71.5,71.5,,71.5,69.75,,,72.5,,,67.0,76.0,,68.75,71.5,,,70.0,,,,,,72.0,77.5,70.5,,,76.5,72.0,,,74.0,,72.0,,70.0,,,,70.25,,75.5,,,70.0,,,,73.5,74.0,,,74.0,70.5,,,,72.0,72.0,,,71.0,71.0,69.25,76.0,71.5,,69.25,,70.75,72.5,68.25,71.5,70.5,71.0,71.75,71.0,,,,68.5,,,71.5,,75.0,68.5,72.0,68.5,,,69.25,,68.25,,,,,,70.0,,,,,,,,,,67.25,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056525,68.5,,,,,,,,,72.0,67.5,,70.25,,,68.75,,68.0,,,,,,,,,,69.25,,69.75,,,,,71.25,,,,,,,67.75,69.25,72.5,72.0,,,,,,,,70.25,,,,75.0,,,,,71.25,71.5,,,,,,,,,,,,,,70.75,,,,,,69.25,,,,69.0,,,72.5,70.25,,,,71.5,,,,,,,,,,,72.0,71.5,,69.0,,,,67.75,,,,,69.75,,,69.75,70.75,,,,,,72.0,,,,,,,,,,,69.0,69.75,,,70.0,72.5,,,,,72.5,,73.0,68.5,71.25,,,,,73.25,,,75.5,,71.75,,71.5,68.5,70.75,,74.5,71.5,,71.5,,,72.0,69.5,,,,,71.5,,,,71.0,,,,,70.5,,,,,70.5,70.5,,68.25,69.5,70.25,,71.0,,,,,68.75,,,,,,,,,,,,,,,,,,,,,,,71.5,,,,,,,70.25,,,,,,,,,,,,,,,,,,,,,72.5,,72.5,,,,,69.25,,,,,,,,70.75,70.5,,,,,,,,,,,,,,,,,,,71.5,73.0,70.0,,72.5,70.75,74.0,,,75.5,78.0,74.0,72.5,70.5,70.0,69.0,72.5,73.5,69.5,70.5,69.75,,71.75,71.5,,,69.75,72.5,72.0,70.5,69.0,,72.5,71.25,73.0,73.5,75.5,70.75,70.0,,,,,,,71.5,,,,,,,,69.5,,73.5,,,,70.0,70.75,,70.5,,,,,70.0,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056526,70.25,,,70.0,71.5,67.5,,,69.0,75.0,69.0,,70.5,,,72.0,70.25,74.5,,72.5,,,,,,,,,72.0,70.25,72.0,75.5,71.0,68.5,,,,71.5,,,,72.0,70.25,,,,75.0,,,,71.25,71.0,,70.5,69.0,,70.0,70.0,72.0,,70.75,74.0,68.25,,69.5,71.0,72.0,69.0,,,,70.75,,,,,69.5,72.5,,,,,70.75,69.0,72.0,71.0,,70.25,70.5,73.5,72.5,,,,71.75,70.0,74.5,,,,,,70.5,72.0,72.0,74.5,73.5,72.0,72.5,,,,70.75,,70.0,70.75,68.25,69.25,,,72.0,70.75,,,,,,67.0,,69.75,,74.5,,,,76.5,,71.5,70.0,72.0,,73.0,69.0,72.0,,,,,72.5,,74.0,69.75,69.5,,,,,,72.5,,,69.25,73.5,,,73.0,70.5,,78.0,,,,,,71.25,72.5,72.0,,70.5,,,72.0,,,,,,69.0,,72.5,,,,,73.0,,,73.5,71.75,,,73.5,72.0,,,,72.0,,69.75,,,70.5,,,,,,,,72.0,,,,,72.25,,,,,73.5,,,70.75,,,,,,,,,,73.0,,,,,,71.5,,,,,,,,71.5,,,,,,,70.5,72.0,,,,,74.0,,,,71.25,,71.25,67.75,,,73.5,,,,,,,71.0,,,,,,72.5,,,,,,,70.75,,,,,,,74.5,73.5,,70.0,70.25,,70.0,74.0,,,,,72.5,,72.0,72.0,76.0,73.5,70.75,71.5,71.0,71.5,,70.5,73.5,,,,,,,,72.25,70.75,,,,71.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056528,72.0,71.5,72.25,73.0,71.5,71.0,72.5,,68.25,,71.25,,69.25,,,74.0,,71.25,,70.25,69.25,69.5,,,70.0,,,,70.0,,74.5,70.75,,68.75,73.0,,,72.5,,71.25,,72.0,,,,,71.0,,,,72.25,,72.5,72.75,69.5,71.75,,71.25,72.5,,,72.0,69.5,69.25,,71.75,,70.75,69.25,71.0,,,,72.5,,68.5,,70.25,,,,,,74.5,70.5,71.5,,71.5,71.5,70.25,,71.25,,,,69.5,71.5,,70.25,,,68.5,74.5,73.0,68.0,75.0,77.5,,69.5,72.0,,,72.25,,72.0,,73.5,71.25,,72.5,,,73.5,,,70.5,,73.0,,,,72.0,,,,,,71.75,69.0,70.25,72.25,70.0,72.0,,74.5,,,,,73.5,,73.0,,,,,,,69.25,,75.0,73.0,,73.0,,,,68.5,74.5,,,,,,,71.5,73.0,,72.5,,,,,,,69.5,72.0,73.5,,,,,73.0,,68.75,,,72.5,,,,74.0,,,,,,,71.5,,,,,,,,,,,73.0,,,75.0,,68.75,,69.25,73.0,69.5,69.75,,73.0,73.0,71.5,,70.75,,,70.0,,69.75,,70.25,,,,,,,,,,,,,,,,,,72.0,,,75.0,,,,,70.0,73.0,,,,,,71.5,70.75,72.0,,73.5,,,,,,,,,,,,,,,,,,,,72.5,,,,,,,,,,,72.0,,,72.0,,,,,,,,71.5,72.75,72.75,,69.5,,,,,,,,,71.5,,,,72.5,72.0,,,,,69.5,,,,69.75,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056549,71.0,,,,70.5,70.5,,,,,,71.5,,,,,,,,,,,,,65.75,69.75,,,,,68.75,,72.0,68.0,,,,67.0,,69.25,69.0,71.5,69.0,,,70.25,,,67.5,,69.75,69.0,69.5,,74.5,68.5,70.5,71.0,,,68.5,68.5,72.0,,,69.0,67.25,71.0,67.5,71.5,,69.0,,68.5,66.75,,67.5,69.25,,,69.0,,70.0,71.5,72.0,72.5,,71.0,70.0,,69.5,70.0,,68.75,68.5,68.75,70.5,,70.25,,,68.0,69.0,68.5,69.0,68.0,72.0,71.5,69.25,,70.0,,69.5,,68.5,69.5,69.5,67.75,,,69.5,69.5,71.0,,,,,,,,,72.0,,,,,,70.25,69.25,70.0,,68.75,70.5,71.0,,,69.0,,69.25,71.0,67.25,68.5,69.5,,69.75,69.0,,,,,69.0,70.5,,,,,72.0,,,,,,,,69.0,73.0,69.0,,68.5,,,,,,69.25,,,70.25,,68.5,66.75,,74.5,71.5,70.5,72.5,,71.5,70.5,70.5,,69.25,74.5,,,,70.25,,68.0,,,,,,,,,,,67.5,,,72.5,,70.5,67.25,,70.0,,69.0,,71.5,67.5,67.5,73.0,68.0,,,,,67.75,,71.0,,,,,,71.0,,,,,,,,70.0,,,,,,,71.5,71.25,,,,,,,,71.0,67.5,,,68.0,74.0,,70.0,,,,,,,,,,,,,71.0,,,,,,,71.5,70.0,,,72.5,,,68.25,70.75,,72.5,72.0,,71.0,70.5,70.5,,,,68.75,70.5,71.0,70.25,69.5,68.5,70.0,69.5,70.0,71.5,,69.5,68.75,,,,,,,,72.5,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056553,70.75,,70.5,69.0,69.0,69.0,,,,,73.0,,68.5,,,,69.5,,71.25,,72.25,73.5,73.0,,71.5,,,,68.5,70.25,68.75,,,70.25,,,,71.25,,69.5,,70.75,72.0,69.25,72.0,73.0,69.5,,,,72.5,,70.5,71.25,,,,72.5,,,76.0,,71.5,73.0,71.5,71.5,69.5,70.75,,75.5,,,,68.75,,,,73.0,,,,,,71.75,71.5,,,68.75,68.0,73.0,72.5,,,,,70.5,70.25,,69.5,,,,70.5,69.5,68.0,70.5,70.25,,71.5,,,,68.75,,,,73.5,71.5,,,,69.75,74.0,,,71.5,,70.25,,,70.0,69.5,,,,,73.0,72.0,70.25,71.5,71.5,,75.5,,,,,,,71.25,70.25,72.0,,,,,,,,,,,,70.75,,,,69.5,,,,,,,69.25,69.0,73.5,,71.0,,,74.5,,,,,71.0,70.75,,73.0,,,71.0,73.0,72.5,,,72.5,,72.25,,,,,,,73.5,,73.5,,72.0,,,,,,,,,70.25,,,,,72.5,69.0,66.75,71.0,,,,,71.25,72.0,,72.0,,,,,,68.75,71.0,,,,,,67.75,,,,,,,,,,,,,,,71.5,,,,,,,,,,,,,,74.0,,72.5,,,,,,,,,,,,,69.75,72.75,71.5,,,,,,,,,,,70.0,,,,,68.25,,,73.0,,,,,,,,,70.5,,,70.5,,,,,,,,,72.5,71.25,,,,70.5,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401056554,70.75,,69.5,71.25,74.0,73.0,75.0,,73.5,,,74.5,71.0,,70.75,,,,70.0,72.5,,,72.5,,,,,,,73.0,70.75,76.5,73.5,68.75,,,,72.0,,,72.5,,71.75,75.5,,73.5,69.75,,74.5,,70.75,73.0,73.0,75.0,72.75,69.0,,72.0,,72.25,71.75,,71.25,70.25,70.25,,,74.0,70.5,74.5,,76.5,,71.0,74.0,,,75.5,,,75.5,,,70.5,69.75,,,69.5,70.5,,74.0,72.25,,,74.5,70.5,74.0,69.25,69.75,,,67.25,74.5,76.5,,,,79.0,73.25,,,,,,74.5,72.5,71.75,71.5,,72.0,,71.5,73.0,,,73.25,,73.0,,,76.0,71.0,,,,,,,81.0,,70.25,73.0,73.0,,,73.0,,,,74.5,71.0,72.5,,,,,,,74.25,,,72.25,,74.0,,,,,,,,,,,,74.0,,,,,,,,,,71.75,73.5,73.5,,,,,72.25,70.5,,,,75.0,,,,,,,,,,,,,,,,,,,,,71.5,71.0,,,,,72.25,,,,,,,75.5,73.0,70.75,73.0,71.75,,73.0,71.75,,,71.25,,,,,69.75,,75.5,,,,,,,,,,,,71.0,,,,,,67.75,,,,,,,,,78.0,71.25,73.0,,,,,,,,,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75,,,,,,,,,,,,,,,,,,,,,,,,68.25,,,,72.75,,72.0,,,74.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
